,foodcourt,restaurant,restaurantmenuitem,date,forecast,r2,actual,error,MAPE,accuracy_prophet
134,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-13,2,0.14516129032258063,3.0,0.3333333333333333,0.46031746031746035,0.5396825396825397
135,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-14,2,0.14516129032258063,1.0,1.0,0.46031746031746035,0.5396825396825397
136,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-15,2,0.14516129032258063,3.0,0.3333333333333333,0.46031746031746035,0.5396825396825397
137,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-16,4,0.14516129032258063,9.0,0.5555555555555556,0.46031746031746035,0.5396825396825397
138,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-17,0,0.14516129032258063,0.0,0.0,0.46031746031746035,0.5396825396825397
139,5e454d189475ce03ce996662,5e463f6d84990c02f058a44c,65698f61e1523400118e6c88,2024-02-18,0,0.14516129032258063,0.0,0.0,0.46031746031746035,0.5396825396825397
140,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-12,4,0.4072580645161289,1.0,1.0,0.389625850340136,0.610374149659864
141,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-13,10,0.4072580645161289,6.0,0.6666666666666666,0.389625850340136,0.610374149659864
142,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-14,7,0.4072580645161289,5.0,0.4,0.389625850340136,0.610374149659864
143,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-15,9,0.4072580645161289,7.0,0.2857142857142857,0.389625850340136,0.610374149659864
144,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-16,11,0.4072580645161289,8.0,0.375,0.389625850340136,0.610374149659864
145,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-17,0,0.4072580645161289,0.0,0.0,0.389625850340136,0.610374149659864
146,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b62e,2024-02-18,0,0.4072580645161289,0.0,0.0,0.389625850340136,0.610374149659864
147,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-12,1,0.09999999999999998,2.0,0.5,0.35714285714285715,0.6428571428571428
148,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-13,2,0.09999999999999998,0.0,1.0,0.35714285714285715,0.6428571428571428
149,5e454d189475ce03ce996662,634ceb56ac2f504b6499bb57,658d255a09d576001b36b630,2024-02-14,3,0.09999999999999998,3.0,0.0,0.35714285714285715,0.6428571428571428
