,foodcourt,restaurant,restaurantmenuitem,average_sales,rank,sales_segment,rank_segment
639,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750edfa,26.823529411764707,294,25-50,200-300
640,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee0f,7.4375,686,<10,>500
641,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee22,18.294117647058822,436,10-25,400-500
642,63c6330732e68a001bf818e9,63c64a4532e68a001bf81950,64187c0e000683001750ee81,12.882352941176471,539,10-25,>500
643,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371eb6,2.4285714285714284,946,<10,>500
644,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ebb,15.764705882352942,482,10-25,400-500
645,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ed7,2.411764705882353,948,<10,>500
646,63c6330732e68a001bf818e9,6426c6cf4f2d2a0017ab18c5,646ca53131db0c0017371ef0,2.6470588235294117,937,<10,>500
647,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a697,80.0,86,75-100,1-100
648,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a69e,116.66666666666667,37,>100,1-100
649,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a0,80.5,83,75-100,1-100
650,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a7,138.25,26,>100,1-100
651,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6a9,185.33333333333334,15,>100,1-100
652,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6b0,145.66666666666666,22,>100,1-100
653,63c6d78c4ebc220017707425,63c6dce8f58273001770fed6,64b54ff401ea73001731a6b9,106.25,48,>100,1-100
654,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34762,12.722222222222221,540,10-25,>500
655,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34771,6.833333333333333,710,<10,>500
656,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306824f5bd6001ba34779,7.555555555555555,680,<10,>500
657,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306d34f5bd6001ba34816,21.11111111111111,379,10-25,300-400
658,63d74931822179001b3c8320,6482cf0fbbb87900179650fb,648306d44f5bd6001ba34848,9.0,639,<10,>500
659,63d74931822179001b3c8320,6482d8614f5bd6001ba34682,64830cb24f5bd6001ba34906,19.58823529411765,409,10-25,400-500
660,63d74931822179001b3c8320,64eca95e15331c001857629b,65717d8b187602001bd26641,20.0,404,10-25,400-500
661,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a2,16.77777777777778,464,10-25,400-500
662,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a4,86.05263157894737,75,75-100,1-100
663,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a8,60.36842105263158,127,50-75,100-200
664,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33a9,7.7368421052631575,674,<10,>500
665,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33ab,20.444444444444443,398,10-25,300-400
666,63e21aaa13c9aa0017df748a,63e222e759a23f001b7f31a6,641e96130360260017dc33b1,32.77777777777778,234,25-50,200-300
667,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,641e9879b5b03800179fd26d,3.1666666666666665,909,<10,>500
668,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,641e9879b5b03800179fd280,2.764705882352941,929,<10,>500
669,63e21aaa13c9aa0017df748a,63e2281213c9aa0017df74da,643fa4b07522fc001b59c5b3,2.7142857142857144,934,<10,>500
670,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c00174287de,10.35,602,10-25,>500
671,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c00174287f2,26.95,293,25-50,200-300
672,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3798e3642c0017428805,4.8,814,<10,>500
673,63e21aaa13c9aa0017df748a,63e22ad013c9aa0017df74ec,641c3799e3642c001742881c,8.95,641,<10,>500
674,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd372,73.85,99,50-75,1-100
675,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd375,56.2,143,50-75,100-200
676,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd38a,7.25,692,<10,>500
677,63e21aaa13c9aa0017df748a,63e2384659a23f001b7f3207,641e9a19b5b03800179fd38e,3.6470588235294117,884,<10,>500
678,63e21aaa13c9aa0017df748a,63e23c7059a23f001b7f3221,65c0697e68b321001b362d39,4.0,863,<10,>500
679,63e21aaa13c9aa0017df748a,63e23c7059a23f001b7f3221,65c0697e68b321001b362d46,4.2,845,<10,>500
680,63e21aaa13c9aa0017df748a,63e23d9b13c9aa0017df7547,646b71841c18ac0017efb85a,5.0,801,<10,>500
681,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e6fd,10.526315789473685,597,10-25,>500
682,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e72b,10.88888888888889,582,10-25,>500
683,63e21aaa13c9aa0017df748a,63e23e9359a23f001b7f322a,641c0e791fed8e001bf4e72f,9.894736842105264,617,<10,>500
684,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428534,4.235294117647059,842,<10,>500
685,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428535,6.5,725,<10,>500
686,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428536,15.210526315789474,493,10-25,400-500
687,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,641c2ecbe3642c0017428538,5.315789473684211,784,<10,>500
688,63e21aaa13c9aa0017df748a,641bfe4b1e0eb70017fe2d80,655c622f5346e5001b55d80c,5.842105263157895,752,<10,>500
689,63e21aaa13c9aa0017df748a,647448cd0f0ad20017ed7fd0,6574049a187602001bd26734,25.625,312,25-50,300-400
690,64243be351a18d00178c824d,64eca95e15331c001857629b,64ecac284157930017b0de3f,67.0,113,50-75,100-200
691,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca68f4b3afc001b9b8db2,17.333333333333332,455,10-25,400-500
692,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dc0,20.714285714285715,392,10-25,300-400
693,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dd0,4.857142857142857,811,<10,>500
694,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dde,7.2,695,<10,>500
695,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8ddf,3.5,890,<10,>500
696,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8dee,25.466666666666665,315,25-50,300-400
697,64243be351a18d00178c824d,65ab8097cf187c001b58978c,65aca6904b3afc001b9b8def,28.733333333333334,264,25-50,200-300
698,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,645a464ab022c7001bd4d56f,2.4375,944,<10,>500
699,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,645a464ab022c7001bd4d586,2.857142857142857,921,<10,>500
700,6438cce9f4b0750017cef0d4,644bcccc771e45001ba06e78,64804c56d3a8f0001b7210ca,10.842105263157896,583,10-25,>500
701,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d73c,4.176470588235294,848,<10,>500
702,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d741,5.631578947368421,763,<10,>500
703,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d753,7.055555555555555,699,<10,>500
704,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d754,4.4,833,<10,>500
705,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d760,6.421052631578948,729,<10,>500
706,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,645a48dfb022c7001bd4d76a,3.7222222222222223,878,<10,>500
707,6438cce9f4b0750017cef0d4,644bd7cac414000017145aba,653f44646fef4c001b324cb9,9.6,626,<10,>500
708,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,6463840e5aa7790017bc2c3b,10.157894736842104,610,10-25,>500
709,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,6463840e5aa7790017bc2c3d,8.157894736842104,662,<10,>500
710,6438cce9f4b0750017cef0d4,644cb166d65fa8001bc2b9da,64c100c4ad22410017686e49,2.888888888888889,919,<10,>500
711,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133815,25.176470588235293,319,25-50,300-400
712,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133825,8.666666666666666,645,<10,>500
713,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133826,21.11764705882353,378,10-25,300-400
714,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,643d0c67f1100d001b133831,13.117647058823529,533,10-25,>500
715,643cf44898053e001775ee0d,643cfc0ed554e7001b4d14ef,644239f74dc3fb001b509fe7,8.214285714285714,660,<10,>500
716,644676f0a582a6001ba346f1,64467e6b4cf60900175ee9a1,6446814b808e5d001bacc663,172.89473684210526,18,>100,1-100
717,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d098151e001b1f11fd,4.0,863,<10,>500
718,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1223,5.368421052631579,780,<10,>500
719,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1226,5.0,801,<10,>500
720,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f122d,3.764705882352941,875,<10,>500
721,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f122e,7.368421052631579,688,<10,>500
722,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,645b25d198151e001b1f1230,3.0555555555555554,913,<10,>500
723,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,646f0b7fdab717001b9491c6,46.8421052631579,170,25-50,100-200
724,64490badf3d62b0017653986,643e13ba8ca2b200111ea7ad,646f0bd20ecce000177541c1,39.8421052631579,202,25-50,200-300
725,64490badf3d62b0017653986,644906431deed7001b34d0ff,645b18f4b022c7001bd4d9ac,3.0555555555555554,913,<10,>500
726,64490badf3d62b0017653986,644906431deed7001b34d0ff,645b18f4b022c7001bd4d9cd,2.3333333333333335,952,<10,>500
727,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929e87c208e20018b25318,3.3125,899,<10,>500
728,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929f45b905e8001b5ae5d9,6.2105263157894735,738,<10,>500
729,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929f9bc208e20018b2531b,2.4375,944,<10,>500
730,64490badf3d62b0017653986,644906431deed7001b34d0ff,64929feed0dea40017cdc6cb,2.235294117647059,958,<10,>500
731,64490badf3d62b0017653986,64685c04da814f001bd5fe00,646860c58fdafe0017658656,11.421052631578947,562,10-25,>500
732,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe001765852e,2.7333333333333334,930,<10,>500
733,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe001765855f,2.466666666666667,943,<10,>500
734,64490c07caa52b001cf01ddb,64492bd9ea2064001b2a009f,646855bd8fdafe0017658560,24.68421052631579,325,10-25,300-400
735,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e15fa,5.157894736842105,796,<10,>500
736,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e160c,5.2631578947368425,789,<10,>500
737,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e162a,4.111111111111111,853,<10,>500
738,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6476d05e4e484b001b3e16ad,2.3333333333333335,952,<10,>500
739,64490c07caa52b001cf01ddb,644ce7b1e29f13001b32f3f3,6486e259713b73001bacb949,7.833333333333333,671,<10,>500
740,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d88a,5.2105263157894735,791,<10,>500
741,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d88d,3.8421052631578947,872,<10,>500
742,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d890,66.57894736842105,117,50-75,100-200
743,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d894,53.8421052631579,147,50-75,100-200
744,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,645a6b44b022c7001bd4d897,6.166666666666667,739,<10,>500
745,64490c07caa52b001cf01ddb,645239cc903ab4001704a04e,64ba141403d924001b2495cc,16.72222222222222,467,10-25,400-500
746,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b02,3.3125,899,<10,>500
747,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b0d,3.4705882352941178,892,<10,>500
748,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b18,7.85,670,<10,>500
749,64490c07caa52b001cf01ddb,64523ddd7b196c00173b8afe,649920368a5b970017ac7b22,3.25,903,<10,>500
750,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dc2,159.8421052631579,21,>100,1-100
751,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dc6,27.894736842105264,277,25-50,200-300
752,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dca,5.157894736842105,796,<10,>500
753,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dd1,57.578947368421055,141,50-75,100-200
754,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dd2,2.3076923076923075,954,<10,>500
755,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2ddf,7.555555555555555,680,<10,>500
756,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2de0,13.2,531,10-25,>500
757,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2de1,5.8,754,<10,>500
758,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dec,13.421052631578947,529,10-25,>500
759,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2ded,10.157894736842104,610,10-25,>500
760,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2def,3.6842105263157894,881,<10,>500
761,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,6481660ec73282001b0a2dfb,4.7368421052631575,819,<10,>500
762,64490c07caa52b001cf01ddb,645387b802b2d10017df3f6a,651fee8feec3370017fdb509,6.157894736842105,741,<10,>500
763,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b02,15.736842105263158,483,10-25,400-500
764,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b08,21.42105263157895,373,10-25,300-400
765,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,645b380851dc99001b017b29,8.526315789473685,649,<10,>500
766,64490c07caa52b001cf01ddb,645391c17b196c00173b9192,647472bf94605300172c18c4,54.31578947368421,145,50-75,100-200
767,64490c07caa52b001cf01ddb,6453994c7b196c00173b91a8,645b2fe551dc99001b0179cc,13.631578947368421,519,10-25,>500
768,64490c07caa52b001cf01ddb,6453994c7b196c00173b91a8,645b2fe651dc99001b0179ed,10.705882352941176,590,10-25,>500
769,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3510,9.842105263157896,619,<10,>500
770,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3514,9.166666666666666,635,<10,>500
771,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3515,22.181818181818183,358,10-25,300-400
772,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3517,31.555555555555557,243,25-50,200-300
773,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3518,5.947368421052632,747,<10,>500
774,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb351b,28.736842105263158,263,25-50,200-300
775,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb351e,3.235294117647059,904,<10,>500
776,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3525,5.473684210526316,770,<10,>500
777,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3526,31.736842105263158,241,25-50,200-300
778,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb352a,4.631578947368421,822,<10,>500
779,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb352f,55.78947368421053,144,50-75,100-200
780,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb3534,11.555555555555555,559,10-25,>500
781,64490c3f53b9bd001797d106,64413e2a7522fc001b59cf13,6475a09b808a460017bb353a,10.157894736842104,610,10-25,>500
782,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aa6,17.210526315789473,457,10-25,400-500
783,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aa7,2.7333333333333334,930,<10,>500
784,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aaa,5.6875,761,<10,>500
785,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aab,7.631578947368421,677,<10,>500
786,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175aad,4.0,863,<10,>500
787,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab0,6.2631578947368425,734,<10,>500
788,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab3,6.444444444444445,728,<10,>500
789,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ab4,8.368421052631579,658,<10,>500
790,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175abe,4.7894736842105265,816,<10,>500
791,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175abf,23.68421052631579,334,10-25,300-400
792,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782069fc246001b175ac2,4.235294117647059,842,<10,>500
793,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad1,18.428571428571427,433,10-25,400-500
794,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad3,5.75,756,<10,>500
795,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad5,2.4705882352941178,942,<10,>500
796,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ad6,4.1,855,<10,>500
797,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ade,21.68421052631579,370,10-25,300-400
798,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ae0,3.6666666666666665,882,<10,>500
799,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175ae1,3.1875,907,<10,>500
800,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175b01,5.421052631578948,776,<10,>500
801,64490c3f53b9bd001797d106,644bbe23771e45001ba06e3e,64a782079fc246001b175b02,4.538461538461538,825,<10,>500
802,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38c2,11.058823529411764,576,10-25,>500
803,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38c4,3.7058823529411766,879,<10,>500
804,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba38d4,8.411764705882353,655,<10,>500
805,645b817d1475d3001bfa4b73,645b8e694e3c4b0017e6aa8b,645b926765565f001aba3900,17.41176470588235,454,10-25,400-500
806,6464fc41af9792001b3e0fcd,646508cc1bf3a6001b7b9e84,648eebc9c0a7c7001714d58b,88.33333333333333,68,75-100,1-100
807,6464fc41af9792001b3e0fcd,646508cc1bf3a6001b7b9e84,648eebc9c0a7c7001714d591,18.22222222222222,438,10-25,400-500
808,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462a8b,68.88888888888889,106,50-75,100-200
809,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462a97,114.0,39,>100,1-100
810,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462aa2,88.22222222222223,69,75-100,1-100
811,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648f03a35b226e0017462aad,71.3,103,50-75,100-200
812,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648ff83163ca52001b3bee5b,118.33333333333333,35,>100,1-100
813,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,648ffc4040e315001b2a0d38,116.65217391304348,38,>100,1-100
814,6464fc41af9792001b3e0fcd,64650da5f7de5800171f7fee,649955d4299d91001b7a4be2,27.8,280,25-50,200-300
815,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffd97902651001b5a5234,52.0,152,50-75,100-200
816,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffdaf40e315001b2a0d61,165.83333333333334,19,>100,1-100
817,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffe04902651001b5a523b,20.875,386,10-25,300-400
818,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffe3863ca52001b3befb3,17.5,451,10-25,400-500
819,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648ffed240e315001b2a0d6b,18.5,431,10-25,400-500
820,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,648fff63902651001b5a526f,67.55555555555556,110,50-75,100-200
821,6464fc41af9792001b3e0fcd,64651206f7de5800171f800a,6490044b902651001b5a531b,27.470588235294116,286,25-50,200-300
822,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf19e,4.470588235294118,828,<10,>500
823,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf19f,14.444444444444445,501,10-25,>500
824,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1a9,4.777777777777778,818,<10,>500
825,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b3,9.11111111111111,636,<10,>500
826,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b4,40.27777777777778,200,25-50,100-200
827,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b5,3.764705882352941,875,<10,>500
828,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1b9,14.5,500,10-25,400-500
829,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1be,27.833333333333332,278,25-50,200-300
830,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1c4,13.571428571428571,520,10-25,>500
831,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,648eec56e42a8f00174bf1cb,3.0625,911,<10,>500
832,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,64900595902651001b5a5325,17.11111111111111,459,10-25,400-500
833,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e16977,27.7,282,25-50,200-300
834,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e16982,10.25,604,10-25,>500
835,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,6490f70208236d0011e1698c,28.22222222222222,272,25-50,200-300
836,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,65531c2eaacd6b001bc622ca,6.333333333333333,730,<10,>500
837,6464fc41af9792001b3e0fcd,6465a15f1bf3a6001b7b9fa4,65531f40dceb84001bd878c5,38.666666666666664,205,25-50,200-300
838,6464fc41af9792001b3e0fcd,6465b6781bf3a6001b7ba09c,648ee628955d1a001b6baf84,40.61538461538461,198,25-50,100-200
839,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db38a,16.82608695652174,463,10-25,400-500
840,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db391,35.16,219,25-50,200-300
841,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db39d,19.0,421,10-25,400-500
842,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db39e,16.375,469,10-25,400-500
843,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3a0,20.25,400,10-25,300-400
844,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3b1,13.0,537,10-25,>500
845,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,648ef7566cf94400176db3c2,34.52,222,25-50,200-300
846,6464fc41af9792001b3e0fcd,6465d005049d0c001b029ab4,649003a863ca52001b3bf057,8.11111111111111,663,<10,>500
847,6464fc41af9792001b3e0fcd,6465d01a822e2f0017d41cd5,649a6d3cd84e7000118eec21,51.388888888888886,154,50-75,100-200
848,6464fc41af9792001b3e0fcd,6465e81cf7de5800171f83cd,648ed41be42a8f00174bed27,35.31578947368421,218,25-50,200-300
849,6464fc41af9792001b3e0fcd,648d4ec3c0a7c7001714cd54,648f1dbbe42a8f00174bfa3b,9.052631578947368,638,<10,>500
850,6464fc41af9792001b3e0fcd,648d4ec3c0a7c7001714cd54,649137c58fd4f00011ab99e1,20.647058823529413,395,10-25,300-400
851,6464fc41af9792001b3e0fcd,648d66e1e42a8f00174beb94,648f1b53e42a8f00174bf8ec,5.4,777,<10,>500
852,6464fc41af9792001b3e0fcd,648d66e1e42a8f00174beb94,648f1b53e42a8f00174bf915,4.9,807,<10,>500
853,6464fc41af9792001b3e0fcd,64b11aecd77d600017f4d07a,655af8245346e5001b55d6b0,29.055555555555557,257,25-50,200-300
